perf_id,supplier_id,evaluation_period,otd_rating_pct,quality_pass_rate_pct,defect_ppm,overall_risk_score
PERF_01264,SUP_022,2026-M10,97.91,97.47,317,2.31
PERF_01265,SUP_024,2027-M04,90.57,92.6,681,8.42
PERF_01266,SUP_017,2027-M07,86.42,91.19,882,11.19
PERF_01267,SUP_004,2026-M08,87.12,90.86,382,11.01
PERF_01268,SUP_008,2027-M08,86.8,91.36,591,10.92
PERF_01269,SUP_001,2026-M01,92.52,98.08,326,4.7
PERF_01270,SUP_016,2026-M10,84.49,95.24,802,10.14
PERF_01271,SUP_014,2026-M06,85.32,93.25,608,10.72
PERF_01272,SUP_017,2027-M01,87.69,88.44,481,11.94
PERF_01273,SUP_019,2026-M04,88.35,92.69,620,9.48
PERF_01274,SUP_004,2026-M02,86.55,92.4,713,10.53
PERF_01275,SUP_011,2026-M01,93.87,96.46,265,4.84
PERF_01276,SUP_014,2027-M09,91.82,89.26,877,9.46
PERF_01277,SUP_024,2027-M06,93.35,94.4,639,6.12
PERF_01278,SUP_007,2026-M12,87.62,95.39,435,8.5
PERF_01279,SUP_017,2027-M11,84.49,90.61,1087,12.45
PERF_01280,SUP_016,2027-M04,91.54,91.18,577,8.64
PERF_01281,SUP_013,2027-M01,86.16,90.23,995,11.81
PERF_01282,SUP_007,2026-M04,85.08,96.82,885,9.05
PERF_01283,SUP_014,2026-M03,91.57,91.04,750,8.69
PERF_01284,SUP_022,2027-M08,89.7,94.69,498,7.81
PERF_01285,SUP_018,2027-M11,97.59,93.03,346,4.69
PERF_01286,SUP_014,2026-M09,87.85,88.71,898,11.72
PERF_01287,SUP_021,2026-M02,90.93,94.91,369,7.08
PERF_01288,SUP_012,2026-M08,92.23,96.38,316,5.69
PERF_01289,SUP_016,2027-M02,89.28,91.78,703,9.47
PERF_01290,SUP_015,2026-M02,95.66,94.15,819,5.09
PERF_01291,SUP_023,2026-M09,85.33,93.39,480,10.64
PERF_01292,SUP_003,2026-M11,85.07,91.15,938,11.89
PERF_01293,SUP_004,2026-M01,92.95,94.01,353,6.52
PERF_01294,SUP_013,2026-M03,87.41,92.75,835,9.92
PERF_01295,SUP_006,2027-M09,84.57,91.17,647,12.13
PERF_01296,SUP_022,2026-M11,95.61,90.51,367,6.94
PERF_01297,SUP_005,2026-M02,95.03,98.52,498,3.22
PERF_01298,SUP_013,2026-M02,89.75,90.0,418,10.12
PERF_01299,SUP_011,2027-M03,92.82,98.5,678,4.34
PERF_01300,SUP_020,2027-M08,89.83,92.87,895,8.65
PERF_01301,SUP_008,2026-M09,89.93,94.07,893,8.0
PERF_01302,SUP_023,2026-M04,86.67,97.04,635,8.14
PERF_01303,SUP_023,2026-M06,93.48,89.48,817,8.52
PERF_01304,SUP_003,2027-M11,87.29,89.46,743,11.62
PERF_01305,SUP_010,2027-M05,92.23,90.69,420,8.54
PERF_01306,SUP_024,2027-M06,89.52,92.98,789,8.75
PERF_01307,SUP_011,2026-M03,96.85,95.85,771,3.65
PERF_01308,SUP_009,2026-M11,93.77,94.53,137,5.85
PERF_01309,SUP_016,2027-M11,89.61,92.76,832,8.81
PERF_01310,SUP_019,2026-M11,90.89,90.05,734,9.53
PERF_01311,SUP_013,2026-M02,90.01,95.82,977,7.09
PERF_01312,SUP_012,2027-M02,96.88,96.55,437,3.28
PERF_01313,SUP_025,2026-M02,97.75,92.67,330,4.79
PERF_01314,SUP_016,2026-M08,88.08,94.55,886,8.69
PERF_01315,SUP_015,2027-M03,88.91,87.82,537,11.64
PERF_01316,SUP_003,2026-M04,92.24,94.34,785,6.71
PERF_01317,SUP_017,2027-M06,86.56,88.4,943,12.52
PERF_01318,SUP_006,2027-M09,87.6,98.86,774,6.77
PERF_01319,SUP_009,2026-M06,91.36,93.87,441,7.38
PERF_01320,SUP_001,2026-M11,94.48,99.59,357,2.97
PERF_01321,SUP_004,2026-M06,87.91,98.13,669,6.98
PERF_01322,SUP_012,2027-M11,96.91,94.88,432,4.11
PERF_01323,SUP_008,2026-M06,92.53,89.68,963,8.89
PERF_01324,SUP_005,2026-M01,98.47,95.41,139,3.06
PERF_01325,SUP_013,2027-M09,89.04,92.22,871,9.37
PERF_01326,SUP_004,2027-M07,90.67,94.67,949,7.33
PERF_01327,SUP_009,2027-M10,94.8,92.78,732,6.21
PERF_01328,SUP_024,2026-M04,94.72,99.9,455,2.69
PERF_01329,SUP_015,2026-M08,91.43,88.59,730,9.99
PERF_01330,SUP_016,2027-M11,88.76,98.41,485,6.41
PERF_01331,SUP_004,2026-M10,85.03,92.22,264,11.38
PERF_01332,SUP_021,2026-M09,95.35,90.24,465,7.21
PERF_01333,SUP_023,2026-M06,83.27,92.2,1028,12.26
PERF_01334,SUP_004,2026-M10,91.18,91.24,653,8.79
PERF_01335,SUP_001,2026-M06,95.25,97.98,50,3.38
PERF_01336,SUP_002,2027-M08,95.18,88.84,314,7.99
PERF_01337,SUP_006,2026-M03,88.64,94.98,664,8.19
PERF_01338,SUP_023,2026-M02,85.28,90.54,739,12.09
PERF_01339,SUP_024,2026-M05,89.56,91.75,583,9.34
PERF_01340,SUP_021,2027-M12,95.19,94.11,442,5.35
PERF_01341,SUP_017,2026-M08,93.91,88.04,469,9.03
PERF_01342,SUP_023,2026-M09,91.85,91.3,636,8.43
PERF_01343,SUP_017,2027-M02,85.06,90.95,1159,12.0
PERF_01344,SUP_007,2027-M10,91.61,94.96,436,6.72
PERF_01345,SUP_022,2026-M12,90.55,88.9,238,10.28
PERF_01346,SUP_011,2027-M03,96.87,97.29,355,2.92
PERF_01347,SUP_022,2027-M09,93.93,94.28,440,5.89
PERF_01348,SUP_016,2027-M12,92.7,89.56,699,8.87
PERF_01349,SUP_011,2026-M09,96.8,94.96,540,4.12
PERF_01350,SUP_007,2027-M09,97.64,92.54,798,4.91
PERF_01351,SUP_015,2026-M06,88.49,94.25,712,8.63
PERF_01352,SUP_020,2027-M11,88.28,89.25,861,11.24
PERF_01353,SUP_011,2026-M10,98.39,97.12,592,2.25
PERF_01354,SUP_003,2027-M11,88.79,94.87,755,8.17
PERF_01355,SUP_022,2026-M06,91.15,96.8,201,6.03
PERF_01356,SUP_011,2027-M12,92.1,96.47,459,5.72
PERF_01357,SUP_006,2026-M04,86.53,96.03,774,8.72
PERF_01358,SUP_024,2026-M03,87.69,89.36,651,11.47
PERF_01359,SUP_024,2026-M04,88.46,93.48,607,9.03
PERF_01360,SUP_024,2027-M11,83.78,92.23,618,12.0
PERF_01361,SUP_013,2027-M07,89.9,90.25,1135,9.92
PERF_01362,SUP_015,2027-M11,84.97,97.08,575,8.97
PERF_01363,SUP_007,2027-M01,91.78,93.0,947,7.61
PERF_01364,SUP_013,2026-M12,86.84,89.25,1084,11.95
PERF_01365,SUP_009,2026-M01,92.76,95.95,706,5.64
PERF_01366,SUP_024,2027-M12,86.7,94.69,562,9.31
PERF_01367,SUP_021,2027-M05,92.7,95.58,159,5.86
PERF_01368,SUP_002,2026-M02,91.06,98.98,617,4.98
PERF_01369,SUP_009,2026-M07,92.91,96.01,401,5.54
PERF_01370,SUP_017,2027-M01,91.47,91.1,886,8.72
PERF_01371,SUP_025,2026-M11,97.44,94.06,711,4.25
PERF_01372,SUP_006,2027-M02,85.51,97.47,585,8.51
PERF_01373,SUP_017,2026-M10,86.67,86.87,749,13.23
PERF_01374,SUP_003,2027-M06,86.38,91.48,672,11.07
PERF_01375,SUP_024,2027-M12,92.67,93.72,741,6.81
PERF_01376,SUP_014,2027-M12,85.01,90.0,1139,12.5
PERF_01377,SUP_001,2026-M11,92.99,99.9,271,3.56
PERF_01378,SUP_007,2027-M08,89.21,95.48,974,7.66
PERF_01379,SUP_002,2026-M02,93.07,94.63,428,6.15
PERF_01380,SUP_020,2026-M01,88.71,94.03,820,8.63
PERF_01381,SUP_012,2027-M06,96.46,99.9,436,1.82
PERF_01382,SUP_025,2026-M09,94.93,92.2,50,6.44
PERF_01383,SUP_017,2026-M03,88.57,91.36,737,10.03
PERF_01384,SUP_008,2027-M02,92.33,94.25,785,6.71
PERF_01385,SUP_022,2027-M09,94.26,94.13,598,5.81
PERF_01386,SUP_019,2026-M12,88.85,94.32,604,8.42
PERF_01387,SUP_014,2026-M11,86.35,92.41,782,10.62
PERF_01388,SUP_014,2026-M11,89.74,91.53,412,9.37
PERF_01389,SUP_014,2027-M01,87.0,94.18,720,9.41
PERF_01390,SUP_013,2026-M08,87.26,94.47,657,9.13
PERF_01391,SUP_007,2026-M02,84.57,92.4,623,11.52
PERF_01392,SUP_023,2027-M06,86.6,92.56,798,10.42
PERF_01393,SUP_001,2026-M06,95.17,97.57,682,3.63
PERF_01394,SUP_011,2026-M09,92.97,96.7,298,5.16
PERF_01395,SUP_007,2027-M03,86.66,91.34,624,11.0
PERF_01396,SUP_007,2026-M04,90.28,98.67,576,5.53
PERF_01397,SUP_013,2027-M03,86.75,91.84,879,10.7
PERF_01398,SUP_014,2027-M08,89.09,95.41,294,7.75
PERF_01399,SUP_017,2027-M03,80.24,90.36,1059,14.7
PERF_01400,SUP_011,2026-M04,89.3,88.48,514,11.11
PERF_01401,SUP_024,2027-M10,90.53,90.47,482,9.5
PERF_01402,SUP_023,2026-M10,86.59,93.28,574,10.06
PERF_01403,SUP_024,2027-M01,91.28,86.06,508,11.33
PERF_01404,SUP_009,2027-M01,89.72,94.76,352,7.76
PERF_01405,SUP_001,2027-M11,97.59,92.15,329,5.13
PERF_01406,SUP_013,2026-M06,89.68,96.64,703,6.84
PERF_01407,SUP_011,2027-M11,94.97,91.49,50,6.77
PERF_01408,SUP_022,2026-M03,96.53,95.99,635,3.74
PERF_01409,SUP_002,2026-M09,89.28,96.9,813,6.91
PERF_01410,SUP_018,2026-M06,94.96,96.49,421,4.28
PERF_01411,SUP_025,2027-M05,89.29,99.39,277,5.66
PERF_01412,SUP_002,2026-M03,94.91,91.69,204,6.7
PERF_01413,SUP_022,2027-M03,98.31,95.13,690,3.28
PERF_01414,SUP_024,2026-M10,89.57,88.6,858,10.92
PERF_01415,SUP_012,2026-M10,92.83,98.15,365,4.51
PERF_01416,SUP_014,2027-M08,83.67,92.61,1219,11.86
PERF_01417,SUP_013,2027-M01,89.48,91.86,1015,9.33
PERF_01418,SUP_006,2027-M02,90.73,93.92,441,7.67
PERF_01419,SUP_010,2027-M06,89.9,95.39,552,7.35
PERF_01420,SUP_019,2027-M09,93.77,92.77,522,6.73
PERF_01421,SUP_016,2026-M07,93.39,92.88,791,6.87
PERF_01422,SUP_021,2026-M01,92.22,95.25,558,6.26
PERF_01423,SUP_004,2026-M06,90.97,88.41,435,10.31
PERF_01424,SUP_007,2026-M03,91.99,92.47,615,7.77
PERF_01425,SUP_023,2027-M08,85.42,90.3,295,12.14
PERF_01426,SUP_022,2027-M07,93.7,94.5,206,5.9
PERF_01427,SUP_012,2027-M09,94.4,97.31,778,4.14
PERF_01428,SUP_013,2027-M01,83.46,94.9,994,10.82
PERF_01429,SUP_006,2027-M01,87.76,93.91,568,9.16
PERF_01430,SUP_019,2027-M04,90.06,96.77,821,6.59
PERF_01431,SUP_020,2026-M11,89.23,90.72,523,10.03
PERF_01432,SUP_012,2026-M07,93.97,99.42,54,3.31
PERF_01433,SUP_023,2027-M01,86.33,93.32,503,10.18
PERF_01434,SUP_025,2026-M01,91.62,94.94,126,6.72
PERF_01435,SUP_014,2026-M09,85.38,93.96,518,10.33
PERF_01436,SUP_019,2027-M01,84.71,91.42,846,11.94
PERF_01437,SUP_021,2026-M05,92.51,94.24,468,6.62
PERF_01438,SUP_004,2027-M07,84.86,94.64,736,10.25
PERF_01439,SUP_016,2027-M02,89.17,96.11,414,7.36
PERF_01440,SUP_012,2027-M12,97.98,96.79,292,2.61
PERF_01441,SUP_017,2027-M05,87.34,91.33,1084,10.66
PERF_01442,SUP_013,2027-M10,84.77,90.09,1007,12.57
PERF_01443,SUP_001,2027-M11,93.41,99.05,659,3.77
PERF_01444,SUP_018,2026-M04,92.49,97.5,189,5.0
PERF_01445,SUP_024,2026-M06,92.06,93.7,774,7.12
PERF_01446,SUP_012,2026-M04,92.66,92.25,460,7.55
PERF_01447,SUP_021,2027-M11,86.91,94.61,648,9.24
PERF_01448,SUP_003,2026-M07,90.08,97.87,905,6.03
PERF_01449,SUP_008,2027-M08,89.64,94.47,550,7.94
PERF_01450,SUP_017,2027-M07,82.65,89.25,727,14.05
PERF_01451,SUP_016,2027-M04,84.29,93.72,590,11.0
PERF_01452,SUP_006,2027-M04,85.08,94.41,803,10.25
PERF_01453,SUP_002,2027-M07,94.08,94.79,558,5.56
PERF_01454,SUP_009,2026-M03,95.14,96.17,295,4.34
PERF_01455,SUP_013,2027-M06,88.83,94.99,680,8.09
PERF_01456,SUP_010,2026-M02,95.49,91.49,726,6.51
PERF_01457,SUP_013,2027-M10,85.98,92.56,451,10.73
PERF_01458,SUP_003,2026-M12,87.86,90.27,727,10.94
PERF_01459,SUP_016,2027-M10,93.38,95.22,165,5.7
PERF_01460,SUP_007,2027-M02,95.33,93.54,564,5.56
PERF_01461,SUP_008,2026-M12,92.07,94.84,426,6.55
PERF_01462,SUP_014,2026-M03,88.89,90.68,699,10.22
PERF_01463,SUP_020,2027-M10,85.64,88.22,849,13.07
PERF_01464,SUP_002,2027-M02,95.16,96.89,603,3.97
PERF_01465,SUP_005,2027-M09,95.57,95.07,527,4.68
PERF_01466,SUP_018,2026-M07,89.63,93.55,227,8.41
PERF_01467,SUP_025,2027-M01,97.24,98.36,497,2.2
PERF_01468,SUP_001,2026-M02,98.42,94.6,389,3.49
PERF_01469,SUP_013,2026-M11,87.62,94.12,776,9.13
PERF_01470,SUP_004,2026-M04,88.95,94.75,835,8.15
PERF_01471,SUP_014,2027-M05,86.29,92.05,568,10.83
PERF_01472,SUP_025,2026-M01,86.51,96.5,521,8.5
PERF_01473,SUP_024,2026-M08,90.59,88.33,609,10.54
PERF_01474,SUP_004,2026-M09,83.44,96.82,442,9.87
PERF_01475,SUP_003,2026-M08,93.27,95.36,519,5.69
PERF_01476,SUP_021,2027-M03,89.7,96.28,291,7.01
PERF_01477,SUP_012,2027-M09,94.91,95.19,50,4.95
PERF_01478,SUP_019,2026-M05,82.81,93.57,587,11.81
PERF_01479,SUP_014,2026-M04,86.64,93.94,1014,9.71
PERF_01480,SUP_021,2027-M12,92.28,94.55,560,6.59
PERF_01481,SUP_005,2027-M02,90.53,96.96,470,6.25
PERF_01482,SUP_009,2026-M02,95.14,90.56,307,7.15
PERF_01483,SUP_009,2026-M02,90.47,95.65,556,6.94
PERF_01484,SUP_015,2027-M07,95.19,92.56,520,6.12
PERF_01485,SUP_018,2026-M06,97.15,96.54,673,3.16
PERF_01486,SUP_022,2026-M01,94.87,93.11,133,6.01
PERF_01487,SUP_021,2027-M02,88.45,97.06,697,7.25
PERF_01488,SUP_007,2026-M08,94.75,94.91,952,5.17
PERF_01489,SUP_004,2026-M11,88.36,90.51,830,10.56
PERF_01490,SUP_022,2026-M02,95.25,96.27,477,4.24
PERF_01491,SUP_014,2027-M09,89.27,95.41,1038,7.66
PERF_01492,SUP_016,2027-M08,92.03,95.71,742,6.13
PERF_01493,SUP_006,2027-M02,88.72,95.29,381,8.0
PERF_01494,SUP_009,2026-M06,96.26,92.41,517,5.66
PERF_01495,SUP_001,2027-M10,92.66,98.18,313,4.58
PERF_01496,SUP_015,2026-M03,85.92,94.85,504,9.62
PERF_01497,SUP_006,2026-M03,92.74,93.4,739,6.93
PERF_01498,SUP_004,2026-M07,87.23,91.93,568,10.42
PERF_01499,SUP_021,2027-M05,95.67,99.59,298,2.37
PERF_01500,SUP_015,2026-M04,93.93,88.38,381,8.84
PERF_01501,SUP_025,2026-M06,91.12,92.62,83,8.13
PERF_01502,SUP_015,2026-M01,91.94,93.26,695,7.4
PERF_01503,SUP_017,2026-M08,89.47,92.26,971,9.13
PERF_01504,SUP_019,2027-M03,89.29,90.03,911,10.34
PERF_01505,SUP_024,2026-M04,88.03,90.86,644,10.56
PERF_01506,SUP_023,2027-M09,86.76,91.96,768,10.64
PERF_01507,SUP_011,2026-M07,95.05,93.76,302,5.59
PERF_01508,SUP_025,2027-M12,97.22,97.24,815,2.77
PERF_01509,SUP_010,2027-M05,92.74,95.66,442,5.8
PERF_01510,SUP_015,2026-M04,92.99,93.67,509,6.67
PERF_01511,SUP_007,2026-M10,89.7,95.16,820,7.57
PERF_01512,SUP_021,2026-M02,90.46,97.26,332,6.14
PERF_01513,SUP_023,2027-M06,90.15,92.24,656,8.81
PERF_01514,SUP_025,2026-M07,96.3,93.4,789,5.15
PERF_01515,SUP_019,2027-M03,84.04,91.51,774,12.22
PERF_01516,SUP_012,2027-M09,96.35,96.15,348,3.75
PERF_01517,SUP_015,2027-M09,91.93,93.22,898,7.42
PERF_01518,SUP_003,2026-M07,92.02,95.18,506,6.4
PERF_01519,SUP_023,2026-M10,89.26,92.25,498,9.25
PERF_01520,SUP_020,2026-M12,88.78,90.46,951,10.38
PERF_01521,SUP_012,2026-M05,91.39,99.9,180,4.35
PERF_01522,SUP_005,2026-M12,95.26,98.38,245,3.18
PERF_01523,SUP_016,2027-M02,92.96,90.53,930,8.25
PERF_01524,SUP_023,2027-M12,89.54,91.51,640,9.47
PERF_01525,SUP_011,2026-M01,96.43,94.54,250,4.51
PERF_01526,SUP_025,2026-M02,93.34,93.06,764,6.8
PERF_01527,SUP_024,2027-M03,88.1,95.28,721,8.31
PERF_01528,SUP_009,2026-M09,90.15,95.39,616,7.23
PERF_01529,SUP_020,2026-M04,87.14,94.78,1024,9.04
PERF_01530,SUP_010,2026-M06,91.96,91.65,504,8.19
PERF_01531,SUP_006,2026-M08,88.26,93.89,769,8.92
PERF_01532,SUP_021,2026-M09,86.59,95.38,491,9.02
PERF_01533,SUP_015,2026-M03,89.87,97.03,704,6.55
PERF_01534,SUP_019,2027-M11,93.43,92.46,887,7.06
PERF_01535,SUP_002,2026-M11,98.31,98.88,221,1.41
PERF_01536,SUP_015,2026-M09,89.94,92.94,717,8.56
PERF_01537,SUP_004,2027-M03,92.16,91.3,673,8.27
PERF_01538,SUP_020,2026-M07,81.64,95.4,717,11.48
PERF_01539,SUP_022,2026-M06,94.17,95.23,629,5.3
PERF_01540,SUP_003,2027-M09,80.99,92.96,678,13.03
PERF_01541,SUP_012,2026-M10,93.24,99.9,182,3.43
PERF_01542,SUP_010,2026-M02,91.52,93.69,972,7.4
PERF_01543,SUP_019,2027-M06,87.5,91.17,919,10.66
PERF_01544,SUP_016,2026-M09,91.68,89.74,532,9.29
PERF_01545,SUP_025,2026-M04,95.16,98.09,264,3.38
PERF_01546,SUP_017,2026-M05,78.66,92.91,595,14.22
PERF_01547,SUP_014,2026-M04,82.25,85.12,942,16.31
PERF_01548,SUP_020,2027-M08,88.09,91.24,1097,10.34
PERF_01549,SUP_017,2027-M08,89.31,95.64,561,7.53
PERF_01550,SUP_001,2026-M11,95.1,92.76,274,6.07
PERF_01551,SUP_005,2027-M02,93.85,97.97,369,4.09
PERF_01552,SUP_019,2027-M06,91.37,94.76,1130,6.94
PERF_01553,SUP_024,2026-M04,88.85,90.85,729,10.15
PERF_01554,SUP_010,2027-M06,86.79,96.5,663,8.35
PERF_01555,SUP_017,2027-M03,85.7,90.42,983,11.94
PERF_01556,SUP_003,2026-M01,89.03,91.4,1033,9.78
PERF_01557,SUP_014,2027-M07,85.73,92.29,910,10.99
PERF_01558,SUP_011,2027-M11,89.11,97.2,188,6.84
PERF_01559,SUP_013,2026-M06,90.47,89.59,938,9.97
PERF_01560,SUP_011,2026-M03,97.32,98.15,450,2.27
PERF_01561,SUP_010,2027-M01,88.51,91.36,1014,10.06
PERF_01562,SUP_012,2027-M05,92.5,93.81,493,6.84
PERF_01563,SUP_019,2027-M11,87.11,90.62,411,11.13
PERF_01564,SUP_006,2027-M10,88.65,93.19,708,9.08
PERF_01565,SUP_013,2027-M08,90.85,93.32,761,7.92
PERF_01566,SUP_013,2026-M08,87.41,93.28,1054,9.66
PERF_01567,SUP_003,2027-M03,89.88,91.83,501,9.15
PERF_01568,SUP_016,2027-M03,86.06,95.27,755,9.34
PERF_01569,SUP_023,2026-M04,91.23,92.68,981,8.04
PERF_01570,SUP_017,2026-M03,85.95,93.99,832,10.03
PERF_01571,SUP_008,2026-M01,89.77,95.88,641,7.18
PERF_01572,SUP_024,2027-M01,90.87,93.4,672,7.86
PERF_01573,SUP_004,2026-M06,97.27,96.36,804,3.19
PERF_01574,SUP_003,2026-M06,89.84,95.52,803,7.32
PERF_01575,SUP_014,2027-M05,88.38,91.44,763,10.09
PERF_01576,SUP_008,2026-M09,82.09,94.93,462,11.49
PERF_01577,SUP_006,2026-M07,94.88,93.45,422,5.84
PERF_01578,SUP_023,2026-M04,89.35,90.38,794,10.14
PERF_01579,SUP_019,2027-M02,90.37,95.39,541,7.12
PERF_01580,SUP_014,2027-M10,88.4,88.79,920,11.4
PERF_01581,SUP_002,2026-M02,94.96,96.84,440,4.1
PERF_01582,SUP_012,2027-M10,95.84,99.9,302,2.13
PERF_01583,SUP_017,2027-M04,87.82,88.88,666,11.65
PERF_01584,SUP_025,2027-M10,94.29,98.76,348,3.47
PERF_01585,SUP_010,2027-M12,88.49,91.78,613,9.87
PERF_01586,SUP_019,2027-M09,90.38,89.26,956,10.18
PERF_01587,SUP_020,2027-M09,85.7,93.6,566,10.35
PERF_01588,SUP_010,2026-M12,91.21,94.48,796,7.16
PERF_01589,SUP_008,2026-M04,88.62,95.02,323,8.18
PERF_01590,SUP_004,2026-M01,89.34,95.97,819,7.34
PERF_01591,SUP_005,2027-M07,94.65,93.96,489,5.69
PERF_01592,SUP_001,2026-M07,95.26,91.0,476,6.87
PERF_01593,SUP_013,2027-M01,87.93,95.01,580,8.53
PERF_01594,SUP_017,2026-M09,77.87,92.3,898,14.91
PERF_01595,SUP_001,2027-M04,90.13,94.35,871,7.76
PERF_01596,SUP_010,2026-M04,88.28,94.63,589,8.55
PERF_01597,SUP_020,2027-M12,81.43,91.37,766,13.6
PERF_01598,SUP_022,2027-M12,92.8,95.71,452,5.75
PERF_01599,SUP_018,2026-M08,93.25,92.64,517,7.06
PERF_01600,SUP_017,2027-M03,81.55,86.47,987,15.99
PERF_01601,SUP_015,2026-M08,92.22,93.66,340,7.06
PERF_01602,SUP_004,2027-M05,87.98,92.74,340,9.64
PERF_01603,SUP_016,2027-M07,88.18,95.23,925,8.29
PERF_01604,SUP_018,2027-M03,92.44,97.69,50,4.94
PERF_01605,SUP_018,2026-M03,95.68,93.79,481,5.26
PERF_01606,SUP_003,2026-M04,88.76,96.3,525,7.47
PERF_01607,SUP_007,2026-M06,91.08,92.1,688,8.41
PERF_01608,SUP_015,2027-M06,90.15,91.69,617,9.08
PERF_01609,SUP_022,2026-M12,93.81,96.6,416,4.8
PERF_01610,SUP_021,2027-M06,95.49,97.71,249,3.4
PERF_01611,SUP_022,2026-M06,96.61,93.03,517,5.18
PERF_01612,SUP_003,2026-M02,91.36,88.22,718,10.21
PERF_01613,SUP_014,2026-M06,86.89,90.3,1050,11.4
PERF_01614,SUP_014,2026-M03,86.34,90.18,795,11.74
PERF_01615,SUP_005,2027-M01,96.66,96.05,593,3.65
PERF_01616,SUP_005,2026-M10,96.19,90.95,254,6.43
PERF_01617,SUP_001,2027-M05,93.51,98.0,50,4.25
PERF_01618,SUP_022,2027-M08,99.5,97.33,429,1.59
PERF_01619,SUP_006,2027-M10,93.64,99.26,834,3.55
PERF_01620,SUP_013,2026-M01,90.85,92.33,771,8.41
PERF_01621,SUP_005,2027-M10,93.17,94.33,222,6.25
PERF_01622,SUP_013,2027-M10,83.95,91.81,463,12.12
PERF_01623,SUP_024,2026-M06,90.37,93.11,709,8.26
PERF_01624,SUP_010,2027-M08,87.63,99.9,992,6.24
PERF_01625,SUP_021,2027-M06,89.37,95.98,338,7.32
PERF_01626,SUP_016,2026-M05,87.36,90.25,726,11.19
PERF_01627,SUP_010,2027-M07,87.16,95.22,918,8.81
PERF_01628,SUP_011,2027-M05,98.12,93.87,495,4.0
PERF_01629,SUP_002,2027-M02,95.3,94.41,285,5.15
PERF_01630,SUP_020,2026-M12,92.53,92.37,947,7.55
PERF_01631,SUP_007,2026-M01,86.73,89.75,606,11.76
PERF_01632,SUP_005,2026-M02,94.23,93.74,358,6.02
PERF_01633,SUP_021,2026-M07,88.03,92.6,594,9.69
PERF_01634,SUP_007,2026-M03,91.01,91.82,516,8.59
PERF_01635,SUP_022,2026-M11,90.92,95.07,528,7.0
PERF_01636,SUP_010,2026-M04,91.98,91.56,489,8.23
PERF_01637,SUP_008,2027-M07,92.4,92.34,456,7.63
PERF_01638,SUP_007,2027-M05,93.18,94.87,751,5.97
PERF_01639,SUP_012,2026-M01,90.78,96.93,572,6.14
PERF_01640,SUP_007,2027-M03,88.07,96.18,978,7.88
PERF_01641,SUP_019,2027-M04,94.49,93.76,817,5.88
PERF_01642,SUP_025,2026-M01,98.24,97.12,299,2.32
PERF_01643,SUP_007,2026-M11,87.85,93.4,461,9.38
PERF_01644,SUP_010,2027-M07,88.77,95.54,281,7.84
PERF_01645,SUP_004,2026-M12,94.7,96.21,568,4.55
PERF_01646,SUP_023,2027-M04,91.13,93.01,945,7.93
PERF_01647,SUP_011,2026-M04,96.95,92.5,517,5.28
PERF_01648,SUP_009,2027-M11,92.48,95.61,314,5.95
PERF_01649,SUP_001,2026-M09,99.5,99.4,172,0.55
PERF_01650,SUP_009,2026-M10,89.1,94.44,546,8.23
PERF_01651,SUP_025,2026-M11,94.72,99.13,557,3.08
PERF_01652,SUP_021,2026-M07,96.01,96.22,182,3.88
PERF_01653,SUP_016,2027-M01,89.81,96.25,629,6.97
PERF_01654,SUP_002,2027-M10,94.91,94.8,234,5.15
PERF_01655,SUP_002,2027-M02,93.03,96.37,308,5.3
PERF_01656,SUP_016,2027-M03,89.69,91.25,863,9.53
PERF_01657,SUP_008,2026-M07,90.72,98.03,865,5.62
PERF_01658,SUP_001,2027-M01,94.96,94.28,50,5.38
PERF_01659,SUP_013,2026-M12,83.58,88.57,1075,13.93
PERF_01660,SUP_012,2027-M02,94.95,97.37,50,3.84
PERF_01661,SUP_006,2026-M03,86.51,95.62,717,8.94
PERF_01662,SUP_005,2027-M01,94.16,97.81,687,4.02
PERF_01663,SUP_004,2026-M07,89.44,93.57,698,8.5
PERF_01664,SUP_015,2026-M03,97.88,88.55,756,6.78
PERF_01665,SUP_013,2026-M10,87.66,93.42,668,9.46
PERF_01666,SUP_001,2026-M08,95.05,98.58,942,3.19
PERF_01667,SUP_005,2026-M09,97.02,94.28,275,4.35
PERF_01668,SUP_018,2027-M03,92.34,91.31,353,8.17
PERF_01669,SUP_021,2027-M12,95.3,92.21,669,6.25
PERF_01670,SUP_023,2026-M07,90.96,91.16,671,8.94
PERF_01671,SUP_012,2027-M03,99.39,98.23,361,1.19
PERF_01672,SUP_001,2026-M02,94.49,96.99,217,4.26
PERF_01673,SUP_002,2027-M03,87.09,99.9,471,6.5
PERF_01674,SUP_003,2026-M04,90.69,92.86,552,8.22
PERF_01675,SUP_014,2027-M12,87.74,88.2,1235,12.03
PERF_01676,SUP_019,2026-M03,85.8,90.42,611,11.89
PERF_01677,SUP_015,2026-M09,94.56,93.84,372,5.8
PERF_01678,SUP_004,2027-M06,93.86,95.23,767,5.45
PERF_01679,SUP_015,2027-M05,92.85,99.79,1057,3.68
PERF_01680,SUP_014,2026-M03,86.24,96.26,856,8.75
PERF_01681,SUP_021,2027-M11,94.6,91.17,425,7.12
PERF_01682,SUP_009,2027-M06,90.66,97.47,674,5.94
PERF_01683,SUP_015,2027-M12,84.48,93.74,844,10.89
PERF_01684,SUP_007,2026-M03,88.64,94.62,790,8.37
